"problem_log_id","assignment_log_id","problem_id","start_time","end_time","?column?","answer_text","first_action_type_id","attempt_count","first_response_time","teacher_comment","user_xid","assignment_xid","assignment_id","owner_xid","name","problem_type_id","assistment_id","position"
144541645,18893117,1610719,2022-01-18 12:12:34.298 -0500,2022-01-18 12:17:03.054 -0500,3.0,<p>-55 is warmer&nbsp; is than -62 because on the number line is before -62.</p>,1,1,268755,"Be sure to be precise and answer the question.  The temperature is the US or on Mars?
When we talk about is less than or is greater than, we should talk about left and right and not just how the number relates to 0.  -62 is to the left of -55 which means -62 is less than -55.  -62 is colder than -55.
(or up and down for a vertical number line instead of left and right for a horizontal number line)",2810373,3116234,1631121,628003,"",8,1132728,3
144581770,18896575,1610719,2022-01-18 14:24:34.982 -0500,2022-01-18 14:30:05.875 -0500,3.0,"<p>Although -65 looks bigger, the larger the number gets, the smaller the value actually gets, making -55 the warmer temp.</p>
<p>&nbsp;</p>",1,1,330892,"Be sure to be precise and answer the question.  The temperature is the US or on Mars?
When we talk about is less than or is greater than, we should talk about left and right and not just how the number relates to 0.  -62 is to the left of -55 which means -62 is less than -55.  -62 is colder than -55.
(or up and down for a vertical number line instead of left and right for a horizontal number line)",2810265,3116220,1631107,628003,"",8,1132728,3
144583078,18896306,1610719,2022-01-18 14:29:42.369 -0500,2022-01-18 14:35:09.249 -0500,2.0,<p>The average temperature in Mars because -62 degrees is colder than -55 degrees</p>,1,1,326868,"When we talk about is less than or is greater than, we should talk about left and right and not just how the number relates to 0.  -62 is to the left of -55 which means -62 is less than -55.  -62 is colder than -55.
(or up and down for a vertical number line instead of left and right for a horizontal number line)",2816633,3116234,1631121,628003,"",8,1132728,3
147199726,19216699,1805448,2022-02-07 13:00:03.184 -0500,2022-02-07 13:05:49.785 -0500,0.0,<p>7=140m</p>,1,1,346578,"",2825454,3097516,1619357,1072887,"",8,1269147,2
144644490,18913040,1610719,2022-01-19 03:31:20.376 -0500,2022-01-19 03:32:38.052 -0500,1.0,"<p>Average temperature on mars, because the number is smaller.</p>",1,1,77674,"When we talk about is less than or is greater than, we should talk about left and right and not just how the number relates to 0.  -62 is to the left of -55 which means -62 is less than -55.  -62 is colder than -55.
(or up and down for a vertical number line instead of left and right for a horizontal number line)",2804750,3116217,1631104,628003,"",8,1132728,3
144652730,18913691,1610719,2022-01-19 08:51:01.053 -0500,2022-01-19 11:03:46.854 -0500,4.0,The average temperature on Mars is warmer because if you put both on them on a number line the average temperature on Mars is  more units to the right then the coldest temperature recorded in the USA. on the number line if you go more to the right it is bigger,1,1,7965789,"",2804752,3116234,1631121,628003,"",8,1132728,3
144704702,18901789,1610719,2022-01-19 11:20:58.016 -0500,2022-01-19 11:23:38.358 -0500,2.0,"<p>The answer is -62 because, it's talking about the lowest temperature which is -62.</p>",1,1,160338,"Be sure to be precise and answer the question.  The temperature is the US or on Mars?
When we talk about is less than or is greater than, we should talk about left and right and not just how the number relates to 0.  -62 is to the left of -55 which means -62 is less than -55.  -62 is colder than -55.
(or up and down for a vertical number line instead of left and right for a horizontal number line)",2810365,3116234,1631121,628003,"",8,1132728,3
156796893,20326458,1209031,2022-06-03 12:46:51.543 -0400,2022-06-03 12:47:24.673 -0400,,<p>Ann has 12 of each shape.</p>,1,1,33119,"",1410303,3304980,1750032,3097639,"",8,826836,2
144765706,18928479,1610719,2022-01-19 14:04:03.513 -0500,2022-01-19 14:05:24.688 -0500,3.0,<p>Mars is warmer because it is closer to 0</p>,1,1,81173,"When we talk about is less than or is greater than, we should talk about left and right and not just how the number relates to 0.  -62 is to the left of -55 which means -62 is less than -55.  -62 is colder than -55.
(or up and down for a vertical number line instead of left and right for a horizontal number line)",2810362,3116234,1631121,628003,"",8,1132728,3
144838871,18913147,1610719,2022-01-20 06:00:18.508 -0500,2022-01-20 07:07:22.954 -0500,3.0,"<p>&nbsp;Mars is colder because the temperature was record multiple times. On Earth the temperature was record one day.&nbsp;The average on Mars is -55,the lowest record data on Earth is -62.</p>
<p>I know this because an average is over multiple days. The average is when you recorded data and add up to how many days you recorded. then you divde by how many days you have recorded.&nbsp;</p>",1,1,4024384,"Why?
When we talk about is less than or is greater than, we should talk about left and right and not just how the number relates to 0.  -62 is to the left of -55 which means -62 is less than -55.  -62 is colder than -55.
(or up and down for a vertical number line instead of left and right for a horizontal number line)",2810247,3116220,1631107,628003,"",8,1132728,3
156578503,20303517,1805635,2022-05-25 13:11:30.158 -0400,2022-05-25 13:11:58.132 -0400,0.0,"<p>once you solve the equation, you can easily get your answer whilst squaring it as well.</p>",1,1,27970,How did you solve the equation? show your work,2825454,3302342,1748346,1072887,"",8,1269247,4
156579109,20303495,1805635,2022-05-25 13:21:37.984 -0400,2022-05-25 13:23:51.059 -0400,4.0,"<p>(My actual equation is (d-10)(d-40)=0 instead of the other one) I think they were right because if a ticket was either r10 or 40 dollars, they would get a profit.</p>",1,1,133071,So did you factor?,1103362,3302342,1748346,1072887,"",8,1269247,4
156579458,20303799,1805635,2022-05-25 13:25:44.172 -0400,2022-05-25 13:26:00.571 -0400,0.0,"<p>my reasoning is shown when the equation is solved</p>
<p>&nbsp;</p>",1,1,16394,Show your solution of the equation!,2825468,3302342,1748346,1072887,"",8,1269247,4
156579485,20303486,1805635,2022-05-25 13:25:53.325 -0400,2022-05-25 13:26:21.628 -0400,1.0,<p>I set the equation equal to zero then solved by completing the square. I tried the quadratic formula and got the same answer</p>,1,1,28300,What is the equation you solved and how did you solve it?,2825447,3302342,1748346,1072887,"",8,1269247,4
156580450,20303572,1805635,2022-05-25 13:34:15.780 -0400,2022-05-25 13:35:26.577 -0400,2.0,"<p>at $25, the comedy show would make the most profit- they would make around $2400 profit, which is the maximum as raising or lowering prices would lower the profit</p>",1,1,70790,OK. How did you set up the equation to solve and get 10 and 40? What method did you use?,2825464,3302342,1748346,1072887,"",8,1269247,4
156581359,20303483,1805635,2022-05-25 13:44:47.274 -0400,2022-05-25 13:55:18.718 -0400,2.0,"<p>For this one, I completed the square adn solved it by taking 1/2 of 200= 100^2 and doing the process where I put it into parenthesis adn solve for x keeping in mind it can be + or _</p>",1,1,631442,"Good, but I do not see your work here! ",1500197,3302342,1748346,1072887,"",8,1269247,4
156581523,20303499,1805635,2022-05-25 13:46:31.661 -0400,2022-05-25 13:47:41.875 -0400,0.0,<p>It took a few tries to solve this question because I kept getting very questionable answers. I got 4 as the small number and 25 as the large after three tries.&nbsp;</p>,1,1,70210,How did you solve it? show your method here.,1129638,3302342,1748346,1072887,"",8,1269247,4
156582960,20303481,1805635,2022-05-25 14:00:44.834 -0400,2022-05-25 14:01:29.647 -0400,1.0,<p>You have plug in 1500 to d and then solve for the plus minus</p>,1,1,44799,"1500 is not d! it is the function value.",2809601,3302342,1748346,1072887,"",8,1269247,4
147204734,19216712,1805448,2022-02-07 13:14:21.855 -0500,2022-02-07 13:15:27.034 -0500,2.0,"<p>140=40g</p>
<p>or 140/40=g</p>",1,1,65159,"To make it a function, replace 140 with m",1129638,3097516,1619357,1072887,"",8,1269147,2
156797184,20328995,1209031,2022-06-03 12:51:09.986 -0400,2022-06-03 12:55:54.335 -0400,,"6



",1,1,284337,"",302023,3304980,1750032,3097639,"",8,826836,2
156583232,20303490,1805635,2022-05-25 14:02:25.248 -0400,2022-05-25 14:04:19.977 -0400,2.0,"<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>-</mo><mn>4</mn><msup><mi>d</mi><mn>2</mn></msup><mo>&#160;</mo><mo>+</mo><mo>&#160;</mo><mn>200</mn><mi>d</mi><mo>&#160;</mo><mo>-</mo><mo>&#160;</mo><mn>100</mn><mo>&#160;</mo><mo>=</mo><mo>&#160;</mo><mn>1500</mn><mspace linebreak=""newline""/><mo>-</mo><mn>4</mn><msup><mi>d</mi><mn>2</mn></msup><mo>&#160;</mo><mo>+</mo><mo>&#160;</mo><mn>200</mn><mi>d</mi><mo>&#160;</mo><mo>=</mo><mo>&#160;</mo><mn>1600</mn><mspace linebreak=""newline""/><mo>-</mo><mn>4</mn><msup><mi>d</mi><mn>2</mn></msup><mo>&#160;</mo><mo>+</mo><mo>&#160;</mo><mi>d</mi><mo>&#160;</mo><mo>=</mo><mo>&#160;</mo><mn>8</mn><mspace linebreak=""newline""/><mo>-</mo><mn>3</mn><mi>d</mi><mo>&#160;</mo><mo>~</mo><mo>&#160;</mo><mn>3</mn><mspace linebreak=""newline""/><mi>d</mi><mo>&#160;</mo><mo>~</mo><mo>&#160;</mo><mo>-</mo><mn>1</mn></math></p>",1,1,114700,"You set up the equation correctly, but the method you used is invalid! We learned different methods for solving quadratic equations. You could us ethe quadratic formula",2825451,3302342,1748346,1072887,"",8,1269247,4
156583596,20303482,1805635,2022-05-25 14:04:26.331 -0400,2022-05-25 14:26:39.502 -0400,0.0,"<p>Problem 4</p>
<p>A. 12, 0</p>
<p>Problem 5</p>
<p>2, -0.75</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",1,1,1333169,How would you set up the equation and what method could you use? show your work,2825467,3302342,1748346,1072887,"",8,1269247,4
156598475,20303505,1805635,2022-05-25 22:32:09.052 -0400,2022-05-25 23:04:06.050 -0400,1.0,"<p>I didn't have time to write all the steps, but I first solved for b (which took a very long time by the way) and got a very odd sqrt answer which I think is wrong, but when I solved it using factoring I got 10 and 40 which I think are wrong anyways, and I don't even know how I got them my paper is so messy. ;-;</p>
<p>ill try correcting this it the test corrections</p>",1,1,1916995,I do not see your work!,2792516,3302342,1748346,1072887,"",8,1269247,4
156577423,20303495,1805623,2022-05-25 12:57:09.047 -0400,2022-05-25 12:58:22.856 -0400,2.0,"<p>I used (b/2)^2 to create a new expression, and I used the new expression to solve for x so I could find the square.</p>",1,1,73805,I would like to see the whole process of completing the square,1103362,3302342,1748346,1072887,"",8,1269244,3
156577434,20303486,1805623,2022-05-25 12:57:19.994 -0400,2022-05-25 13:02:26.531 -0400,1.0,"<p>I started by making the quadratic equal to zero by adding 20 to both sides then I shortened, took the square root, and came up with the answer</p>",1,1,306534,This is not how you complete the square,2825447,3302342,1748346,1072887,"",8,1269244,3
156577565,20303483,1805623,2022-05-25 12:58:47.621 -0400,2022-05-25 13:12:37.339 -0400,4.0,"<p>So first I took have of 12 which is 6 then squared it to get 36 so I added that to both sides&nbsp;</p>
<p>so then I broke it up and did (x-6)^2=-20+36</p>
<p>so (x-6)^2=16&nbsp;</p>
<p>then I knew that 4x4=16 and (something -6)^2 equals that so x-6 needs to be 4 but we don't know - or +</p>
<p>so -2+6=4 or 10-6=4&nbsp;</p>",1,1,829716,"",1500197,3302342,1748346,1072887,"",8,1269244,3
156577850,20303517,1805623,2022-05-25 13:02:11.118 -0400,2022-05-25 13:02:46.770 -0400,1.0,"<p>10^2 = 20</p>
<p>10+2 = 1.&nbsp;</p>",1,1,35649,Set up the equation and show your solution using any of the methods you learned!,2825454,3302342,1748346,1072887,"",8,1269244,3
156578057,20303499,1805623,2022-05-25 13:04:39.008 -0400,2022-05-25 13:16:07.045 -0400,0.0,"<p>to solve this problem, first I write it down and subtract -20 from both sides.&nbsp; So it would look like this: x^2-12x minus -20 = -20 minus -20 which would be x^2-12x+20=0. After that, I would factor the equation. (x-2)(x-10)=0. It's nearly done, so I think I set the factors to equal 0 now. x-2=0 and x-10=0, so it would be x=2 and x=10. 2 is the smaller number and 10 is the bigger</p>",1,1,688031,"",1129638,3302342,1748346,1072887,"",8,1269244,3
156578250,20303572,1805623,2022-05-25 13:07:06.511 -0400,2022-05-25 13:14:00.018 -0400,4.0,"<p>x^2 - 12x = -20</p>
<p>x^2 - 12x + 36 = - 20 + 36</p>
<p>(x-6)^2 = 16</p>
<p>x -6 = &plusmn; 4</p>
<p>x = 10, 2</p>",1,1,413505,"",2825464,3302342,1748346,1072887,"",8,1269244,3
156578493,20303481,1805623,2022-05-25 13:11:31.635 -0400,2022-05-25 13:20:23.219 -0400,4.0,"<p>I completed the square by using the formula (b/2)^2 and got 36. Then I subtract 20 by 36 and got 16. After that, I did the square root of 16 which is 4, and the square root of x-6, and then you solved for x. After that, you have to solve for the plus/minus. x-6=-4 x here would be 2 and then x-6=4 and then x here would be 10 because 10-6=4 and 2-6=-4.</p>",1,1,531572,"",2809601,3302342,1748346,1072887,"",8,1269244,3
156578928,20303799,1805623,2022-05-25 13:19:06.204 -0400,2022-05-25 13:19:21.952 -0400,0.0,<p>i solved the equation to concur these answers</p>,1,1,15744,Show how you completed the square,2825468,3302342,1748346,1072887,"",8,1269244,3
156579726,20303505,1805623,2022-05-25 13:27:33.043 -0400,2022-05-25 13:37:09.805 -0400,1.0,"<p>first I change it to standard form, which gives me&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mi>x</mi><mn>2</mn></msup><mo>-</mo><mn>12</mn><mi>x</mi><mo>+</mo><mn>20</mn><mo>=</mo><mn>0</mn></math></p>
<p>and then I use the ax^2+bx+c method&nbsp;</p>
<p>so now I have 20 and -12&nbsp;</p>
<p>after that, I switch the sign of the second one&nbsp;</p>
<p>20, +12&nbsp; (12)</p>
<p>and that gives me 10 and 2&nbsp;</p>
<p>10*2=20&nbsp;</p>
<p>10+2=12</p>
<p>&nbsp;</p>",1,1,576759,"",2792516,3302342,1748346,1072887,"",8,1269244,3
147195301,19216695,1805448,2022-02-07 12:42:55.202 -0500,2022-02-07 12:44:32.159 -0500,0.0,<p>g=140/m</p>,1,1,96948,"",2825468,3097516,1619357,1072887,"",8,1269147,2
147196512,19216649,1805448,2022-02-07 12:48:03.260 -0500,2022-02-07 12:48:23.805 -0500,4.0,<p>g=m/40</p>,1,1,20544,Great job!,2825467,3097516,1619357,1072887,"",8,1269147,2
155928309,20057289,1536717,2022-05-12 19:10:54.526 -0400,2022-05-12 19:11:17.682 -0400,4.0,"<p>if the speed limit is 60 mph, that means you can go 60 mph or less than 60 mph</p>",1,1,23155,Great explanation.,2861067,3258815,1726858,65365,"",8,1080563,4
147898882,19301016,1805448,2022-02-11 10:25:10.365 -0500,2022-02-11 10:26:02.740 -0500,1.0,<p>g=3.5m</p>,1,1,52348,Where did you get 3.5 from?,2825453,3097516,1619357,1072887,"",8,1269147,2
156731241,20313707,1805448,2022-06-01 12:40:59.481 -0400,2022-06-01 12:41:22.334 -0400,4.0,"<p><span style=""font-weight: 400;"">The inverse is g = m/40. Since the inverse of multiplication is division, we divide both sides by 40- this gets rid of the 40 on the left side, and gives us m/40=g.</span></p>",1,1,22851,"This is the correct inverse 
g = m/40",2792516,3298684,1745527,1072887,"",8,1269147,2
156731299,20314988,1805448,2022-06-01 12:41:53.094 -0400,2022-06-01 12:43:05.164 -0400,4.0,<p>m/40=g</p>,1,1,72066,This is the correct inverse function,1103362,3298684,1745527,1072887,"",8,1269147,2
156731642,20313706,1805448,2022-06-01 12:46:59.362 -0400,2022-06-01 12:47:17.038 -0400,4.0,"<p>The inverse is g = m/40. Since the inverse of multiplication is division, we divide both sides by 40- this gets rid of the 40 on the left side, and gives us m/40=g.</p>",1,1,17667,Great job including the inverse function along with your explanation,2825464,3298684,1745527,1072887,"",8,1269147,2
156731722,20321651,1805448,2022-06-01 12:48:16.545 -0400,2022-06-01 12:48:46.488 -0400,4.0,"<p><span style=""font-weight: 400;"">The inverse is g = m/40. Since the inverse of multiplication is division, we divide both sides by 40,&nbsp; this gets rid of the 40 on the left side and gives us m/40=g.</span></p>",1,1,29942,"",1500197,3298684,1745527,1072887,"",8,1269147,2
156731803,20313636,1805448,2022-06-01 12:49:12.829 -0400,2022-06-01 12:52:41.616 -0400,1.0,<p>140=40g</p>,1,1,208784,"Where is m? 
g=m/40",2825470,3298684,1745527,1072887,"",8,1269147,2
156732001,20313647,1805448,2022-06-01 12:44:13.939 -0400,2022-06-01 12:46:50.148 -0400,1.0,"<p>140=40g</p>
<p>140/40=g</p>
<p>Or, as me and my group reviewed on zoom:</p>
<p><span style=""font-weight: 400;"">m = 40g </span></p>
<p><span style=""font-weight: 400;"">140 = 40g</span></p>
<p><span style=""font-weight: 400;""> </span><span style=""font-weight: 400;"">140/40 = g</span></p>
<p><span style=""font-weight: 400;""> </span><span style=""font-weight: 400;"">g = 3.5</span></p>",1,1,156034,"So what is the inverse function? It should include both variables! 
g = m/40",1129638,3298684,1745527,1072887,"",8,1269147,2
156732024,20314989,1805448,2022-06-01 12:52:25.967 -0400,2022-06-01 12:54:29.134 -0400,4.0,"<p><span style=""font-weight: 400;"">m/40 = g</span></p>",1,1,123160,"",2825451,3298684,1745527,1072887,"",8,1269147,2
144521475,18898766,1762480,2022-01-18 11:13:51.958 -0500,2022-01-18 11:20:03.201 -0500,1.0,<p>This tells us that the perimeter of a square is a function of the side length of a square. P(x) = 4x</p>,1,1,371241,P(9.1) tells us the perimeter of a square when the side length is 9.1. The value is 36.4 inches. ,1010642,3135864,1643282,861254,"",8,1241016,6
144723328,18923296,1762480,2022-01-19 12:09:20.307 -0500,2022-01-19 12:10:29.113 -0500,0.0,<p>This tells us that if you multiply the side length by 4 you will get the perimeter.</p>,1,1,68801,P(9.1) tells us the perimeter of a square when the side length is 9.1. The value is 36.4 inches. ,1031649,3135864,1643282,861254,"",8,1241016,6
146812010,19170433,1762507,2022-02-02 21:29:38.789 -0500,2022-02-02 21:30:13.763 -0500,3.0,<p>75-212 because those are the numbers on the y-axis the line goes through.</p>,1,1,34972,The range is between 75 degrees and 212 degrees Fahrenheit.,1008361,3162659,1659381,861254,"",8,1241023,3
153830235,19999591,1536230,2022-04-14 11:20:38.487 -0400,2022-04-14 11:21:06.935 -0400,0.0,<p>no</p>,1,1,28443,please try to complete your math,2928185,3258814,1726857,65365,"",8,1080264,2
153846475,19999334,1536230,2022-04-14 21:32:51.722 -0400,2022-04-14 21:33:48.755 -0400,4.0,<p>x&lt;5</p>,1,1,57027,Great job!,2999640,3258814,1726857,65365,"",8,1080264,2
153846695,20000677,1536230,2022-04-15 00:28:55.204 -0400,2022-04-15 00:30:34.002 -0400,1.0,<p>x&gt;5</p>,1,1,98794,I can help you in class.,2859248,3258816,1726859,65365,"",8,1080264,2
153897293,19999856,1536230,2022-04-18 09:50:54.697 -0400,2022-04-18 09:51:45.454 -0400,0.0,"<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><msqrt><mn>4</mn><mo>.</mo><mn>99</mn></msqrt></math></p>",1,1,50751,Write an inequality,2859298,3258816,1726859,65365,"",8,1080264,2
153897849,19999891,1536230,2022-04-16 16:50:54.218 -0400,2022-04-16 16:51:41.378 -0400,3.0,"<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>5</mn><mo>.</mo><mn>00</mn><mo>&#8804;</mo><mn>4</mn><mo>.</mo><mn>99</mn></math></p>
<p>I think this is it.&nbsp;</p>",1,1,47156,x less than 5,2859267,3258816,1726859,65365,"",8,1080264,2
153897868,19999859,1536230,2022-04-18 09:58:34.140 -0400,2022-04-18 09:59:49.074 -0400,2.0,"<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>4</mn><mo>.</mo><mn>99</mn><mo>&#8804;</mo><mn>5</mn></math></p>",1,1,74929,Incorrect math.,2859233,3258816,1726859,65365,"",8,1080264,2
153900118,20000397,1536230,2022-04-18 10:19:30.465 -0400,2022-04-18 10:19:51.269 -0400,1.0,<p>5 &lt; x &lt; 4.99</p>,1,1,20801,why?,2859220,3258816,1726859,65365,"",8,1080264,2
154167975,20003631,1536230,2022-04-21 06:57:15.194 -0400,2022-04-21 07:13:01.857 -0400,3.0,<p>x&lt;4.99</p>,1,1,946659,how do you know?,2861135,3258815,1726858,65365,"",8,1080264,2
153836760,19999464,1536717,2022-04-14 11:49:52.242 -0400,2022-04-14 11:50:33.672 -0400,4.0,"<p>60 could be a value of s because since the sign on the road says ""Speed limit 60 mph."", you can travel at 60 mph or less.</p>",1,1,41421,:),2924020,3258814,1726857,65365,"",8,1080563,4
153844709,20000586,1536717,2022-04-14 22:35:35.762 -0400,2022-04-14 22:36:23.848 -0400,4.0,"<p>Because the fastest you can drive at is 60 so 60, or less than 60.</p>",1,1,48083,Great job!,2859340,3258816,1726859,65365,"",8,1080563,4
153846516,19999334,1536717,2022-04-14 21:38:58.995 -0400,2022-04-14 21:39:20.457 -0400,3.0,<p>Its either equal to or less than 60. 60 = 60.</p>,1,1,21456,Explain how you arrived at this answer,2999640,3258814,1726857,65365,"",8,1080563,4
153846845,20000677,1536717,2022-04-15 01:16:49.543 -0400,2022-04-15 01:17:37.926 -0400,1.0,<p>The inequality is less than or equal to and 60 is equal to 60.</p>,1,1,48379,What does this mean in context?,2859248,3258816,1726859,65365,"",8,1080563,4
153881880,20003456,1536717,2022-04-16 20:12:16.073 -0400,2022-04-16 20:13:03.821 -0400,4.0,<p>because the highest speed is 60mph</p>,1,1,47744,:),2861019,3258815,1726858,65365,"",8,1080563,4
153883036,20011574,1536717,2022-04-17 10:19:21.289 -0400,2022-04-17 10:20:40.912 -0400,4.0,<p>S could be the value of 60 because S could be possibly 60.</p>,1,1,79619,:),2862386,3258817,1726860,65365,"",8,1080563,4
153884897,20008761,1536717,2022-04-15 23:22:48.881 -0400,2022-04-15 23:25:07.481 -0400,4.0,"<p>60 could be the value of s because s is means the ""speed limit"" of the car and 60 mph represents how fast a car can 60 and mph means what the speed limit is for a car.</p>",1,1,138595,Great job!,2859249,3258816,1726859,65365,"",8,1080563,4
153892552,19999618,1536717,2022-04-18 09:02:23.824 -0400,2022-04-18 09:02:40.834 -0400,4.0,<p>60 is the speed limit and you can't go higher than it</p>,1,1,17005,Great explanation.,2962388,3258814,1726857,65365,"",8,1080563,4
153898315,19999891,1536717,2022-04-16 16:56:02.764 -0400,2022-04-16 16:56:36.622 -0400,4.0,"<p>It has to be less than 60, but at most it can be 60. So it's less than or equal to 60.</p>",1,1,33855,Great explanation.,2859267,3258816,1726859,65365,"",8,1080563,4
153899771,20000564,1536717,2022-04-18 10:15:50.881 -0400,2022-04-18 10:16:28.817 -0400,2.0,<p>60 can be a value of 2 because it says that the speed limit has to be 60 mph.</p>,1,1,37932,"Along the right lines, missing some steps",2859261,3258816,1726859,65365,"",8,1080563,4
153900259,20000397,1536717,2022-04-18 10:21:21.644 -0400,2022-04-18 10:22:00.438 -0400,3.0,<p>the limit is 60</p>,1,1,38791,Explain how you arrived at this answer,2859220,3258816,1726859,65365,"",8,1080563,4
153954983,20009169,1536717,2022-04-18 22:13:36.087 -0400,2022-04-18 22:13:57.463 -0400,0.0,<p>it could be the value of anything</p>,1,1,21372,This isn't complete.,2861137,3258815,1726858,65365,"",8,1080563,4
142293567,18629301,1801322,2021-12-15 12:40:11.559 -0500,2021-12-15 12:42:01.452 -0500,2.0,<p>Even though the variables are related there is not likely a casual relationship. Tress most likely won't affect the influence on test scores.</p>,1,1,109883,See my previous comments about the resources you use,2809601,3079024,1607563,1072887,"",8,1266736,3
142293602,18629305,1801322,2021-12-15 12:40:22.009 -0500,2021-12-15 12:41:29.232 -0500,4.0,<p>It doesn't really make sense because the amount of trees on campus is not a casual relationship</p>,1,1,67219,"Kiran's claim that the number of trees causes students to score better is not necessarily true. Although the variables are related, there is not likely a causal relationship. Trees probably do not directly influence test scores as much as the location of the school or other factors that might be related to both greenspace and test scores.",2825447,3079024,1607563,1072887,"",8,1266736,3
142294447,18629404,1801322,2021-12-15 12:44:02.129 -0500,2021-12-15 12:45:10.396 -0500,4.0,<p>The change of trees doesn't affect the test scores in any way.</p>,1,1,68263,"Kiran's claim that the number of trees causes students to score better is not necessarily true. Although the variables are related, there is not likely a causal relationship. Trees probably do not directly influence test scores as much as the location of the school or other factors that might be related to both greenspace and test scores.",1103362,3079024,1607563,1072887,"",8,1266736,3
142294851,18629272,1801322,2021-12-15 12:45:40.752 -0500,2021-12-15 12:47:26.305 -0500,4.0,<p>realistically trees cant affect your grade</p>,1,1,105546,"Kiran's claim that the number of trees causes students to score better is not necessarily true. Although the variables are related, there is not likely a causal relationship. Trees probably do not directly influence test scores as much as the location of the school or other factors that might be related to both greenspace and test scores.",2825468,3079024,1607563,1072887,"",8,1266736,3
142296242,18629458,1801322,2021-12-15 12:50:49.192 -0500,2021-12-15 12:51:44.494 -0500,0.0,<p>That trees and students test scores are not related at all</p>,1,1,55300,"Kiran's claim that the number of trees causes students to score better is not necessarily true. Although the variables are related, there is not likely a causal relationship. Trees probably do not directly influence test scores as much as the location of the school or other factors that might be related to both greenspace and test scores.",2825453,3079024,1607563,1072887,"",8,1266736,3
142296916,18629299,1801322,2021-12-15 12:53:23.112 -0500,2021-12-15 12:58:38.584 -0500,3.0,"<p>it would have to be one ofthe other because both of the variables cannot increase. when one of them increase, the other would decrease.</p>",1,1,315451,"Kiran's claim that the number of trees causes students to score better is not necessarily true. Although the variables are related, there is not likely a causal relationship. Trees probably do not directly influence test scores as much as the location of the school or other factors that might be related to both greenspace and test scores.",2825454,3079024,1607563,1072887,"",8,1266736,3
142575446,18662307,1801322,2021-12-20 12:46:09.523 -0500,2021-12-20 12:47:21.566 -0500,4.0,"<p>The two variables that he used do not have a casual relationship, meaning that they do not cause each other to increase or decrease as trees do not cause one to score better</p>",1,1,72041,"Kiran's claim that the number of trees causes students to score better is not necessarily true.
Although the variables are related, there is not likely a causal relationship. Trees probably do not directly influence test scores as much as the location of the school or other factors that might be related to both greenspace and test scores",2825447,3097525,1619360,1072887,"",8,1266736,3
142576044,18662281,1801322,2021-12-20 12:51:56.253 -0500,2021-12-20 12:54:03.709 -0500,2.0,"<p>Kiran's last statement <em>""An increase in the number of trees on school property causes the students to score better on standardized tests.""&nbsp;</em>is not realistic.</p>
<p>&nbsp;</p>",1,1,127454,"Why? What is wrong with the  statement? Kiran's claim that the number of trees causes students to score better is not necessarily true.
Although the variables are related, there is not likely a causal relationship. Trees probably do not directly influence test scores as much as the location of the school or other factors that might be related to both greenspace and test scores",2825451,3097525,1619360,1072887,"",8,1266736,3
142576087,18662269,1801322,2021-12-20 12:52:28.201 -0500,2021-12-20 12:57:40.685 -0500,4.0,"<p>The fact that he said that the number of trees on the property makes the students do better on their tests, doesn't make sense because he can not tell if this is true by just looking at a scatter plot. Scatter plots do not show whether the relationship is casual, just if there's one.&nbsp;</p>
<p>&nbsp;</p>
<p>In this case, he can not tell whether or not the number of trees on a property causes the students to have a better test score with this information. there has to be the 3rd variable.&nbsp;</p>",1,1,312469,"",2825454,3097525,1619360,1072887,"",8,1266736,3
142576373,18662208,1801322,2021-12-20 12:54:51.812 -0500,2021-12-20 12:55:48.614 -0500,1.0,<p>Kirans statement is NOT realistic.&nbsp;&nbsp;</p>,1,1,56748,"Why? Kiran's claim that the number of trees causes students to score better is not necessarily true.
Although the variables are related, there is not likely a causal relationship. Trees probably do not directly influence test scores as much as the location of the school or other factors that might be related to both greenspace and test scores",2792516,3097525,1619360,1072887,"",8,1266736,3
151028578,19673749,1507312,2022-03-14 12:29:54.759 -0400,2022-03-14 12:34:40.192 -0400,4.0,"<p>78 = 6x-12</p>
<p>6x=12+78=90&nbsp;</p>
<p>x=90/6=15</p>",1,1,285421,Perfect!,2999640,3221681,1700694,65365,Main Problem,8,1058829,1
142576410,18662276,1801322,2021-12-20 12:55:11.758 -0500,2021-12-20 13:04:39.913 -0500,4.0,"<p>In her 2nd to last sentence, she says that the 2 variables are <strong>correlated </strong>or have a correlation. In her last sentence she says that and increase in one variable <strong>causes </strong>an increase in the other variable. There is something wrong because she ends with something different than what she said before. If they are only correlated, she should have just said that the two variables are related. She shouldn't have said that they <strong>cause</strong> each other to increase </p>",1,1,568123,"Kiran's claim that the number of trees causes students to score better is not necessarily true.
Although the variables are related, there is not likely a causal relationship. Trees probably do not directly influence test scores as much as the location of the school or other factors that might be related to both greenspace and test scores",2825453,3097525,1619360,1072887,"",8,1266736,3
